user_id,channel,city_tier,device,ab_group,install_date
81,Referral,Tier 2,Android,Control,2026-06-26
82,Google Ads,Tier 2,Android,Variant_B,2026-05-21
83,Organic,Tier 2,Android,Control,2026-03-13
84,Organic,Tier 3,iOS,Control,2026-05-14
85,Organic,Tier 2,Android,Variant_B,2026-06-18
86,Organic,Tier 2,Android,Control,2026-06-12
87,Google Ads,Tier 2,Android,Variant_B,2026-06-03
88,Organic,Tier 2,Android,Control,2026-07-25
89,Organic,Tier 1,Android,Control,2026-07-22
90,Organic,Tier 3,iOS,Control,2026-06-29
91,Google Ads,Tier 2,Android,Variant_B,2026-03-31
92,Paid Social,Tier 1,iOS,Control,2026-03-06
93,Referral,Tier 1,iOS,Variant_B,2026-07-26
94,Organic,Tier 2,Android,Control,2026-05-28
95,Organic,Tier 2,Android,Variant_B,2026-06-05
96,Google Ads,Tier 1,Android,Variant_B,2026-05-18
97,Referral,Tier 3,Android,Variant_B,2026-07-04
98,Organic,Tier 1,Android,Variant_B,2026-06-04
99,Organic,Tier 3,Android,Control,2026-04-19
100,Affiliate,Tier 1,iOS,Variant_B,2026-05-09
101,Google Ads,Tier 1,Android,Control,2026-04-15
102,Google Ads,Tier 3,Android,Variant_B,2026-03-08
103,Paid Social,Tier 2,Android,Control,2026-03-07
104,Affiliate,Tier 2,Android,Control,2026-06-26
105,Affiliate,Tier 1,Android,Variant_B,2026-05-21
106,Referral,Tier 3,iOS,Variant_B,2026-06-05
107,Paid Social,Tier 1,Android,Control,2026-07-19
108,Paid Social,Tier 2,Android,Variant_B,2026-03-18
109,Organic,Tier 1,Android,Control,2026-06-17
110,Affiliate,Tier 2,Android,Variant_B,2026-06-19
111,Paid Social,Tier 2,Android,Variant_B,2026-06-30
112,Paid Social,Tier 1,Android,Variant_B,2026-06-10
113,Google Ads,Tier 1,Android,Control,2026-04-24
114,Referral,Tier 1,Android,Control,2026-05-01
115,Paid Social,Tier 3,Android,Control,2026-07-23
116,Organic,Tier 1,Android,Variant_B,2026-04-13
117,Referral,Tier 1,Android,Variant_B,2026-04-12
118,Referral,Tier 2,Android,Control,2026-03-24
119,Google Ads,Tier 2,iOS,Control,2026-03-12
120,Organic,Tier 2,Android,Variant_B,2026-03-03
121,Organic,Tier 1,Android,Control,2026-03-23
122,Referral,Tier 3,iOS,Variant_B,2026-04-03
123,Referral,Tier 1,Android,Variant_B,2026-03-19
124,Paid Social,Tier 1,iOS,Control,2026-03-15
125,Paid Social,Tier 2,Android,Variant_B,2026-03-27
126,Organic,Tier 2,Android,Control,2026-05-02
127,Paid Social,Tier 3,iOS,Variant_B,2026-05-23
128,Organic,Tier 1,Android,Variant_B,2026-05-02
129,Paid Social,Tier 3,iOS,Control,2026-05-11
130,Google Ads,Tier 2,Android,Variant_B,2026-04-29
131,Organic,Tier 2,Android,Control,2026-04-12
132,Paid Social,Tier 2,Android,Variant_B,2026-03-27
133,Referral,Tier 3,Android,Control,2026-06-06
134,Google Ads,Tier 1,iOS,Control,2026-06-06
135,Organic,Tier 3,Android,Variant_B,2026-05-30
136,Referral,Tier 1,iOS,Control,2026-04-03
137,Referral,Tier 1,Android,Variant_B,2026-04-02
138,Paid Social,Tier 1,Android,Control,2026-05-29
139,Google Ads,Tier 1,Android,Variant_B,2026-04-12
140,Referral,Tier 2,Android,Control,2026-03-26
141,Referral,Tier 1,iOS,Variant_B,2026-04-17
142,Referral,Tier 3,Android,Variant_B,2026-04-14
143,Google Ads,Tier 1,Android,Variant_B,2026-04-21
144,Paid Social,Tier 1,Android,Variant_B,2026-03-10
145,Affiliate,Tier 1,Android,Variant_B,2026-03-15
146,Organic,Tier 2,Android,Control,2026-04-14
147,Organic,Tier 1,Android,Control,2026-06-01
148,Organic,Tier 1,Android,Control,2026-03-03
149,Referral,Tier 2,Android,Variant_B,2026-05-18
150,Paid Social,Tier 1,Android,Variant_B,2026-05-06
151,Referral,Tier 2,iOS,Variant_B,2026-07-08
152,Paid Social,Tier 1,Android,Variant_B,2026-06-16
153,Affiliate,Tier 3,iOS,Control,2026-05-20
154,Paid Social,Tier 2,Android,Control,2026-03-02
155,Paid Social,Tier 1,Android,Variant_B,2026-04-12
156,Organic,Tier 1,Android,Variant_B,2026-06-20
157,Affiliate,Tier 2,Android,Control,2026-03-13
158,Paid Social,Tier 1,iOS,Variant_B,2026-04-30
159,Google Ads,Tier 1,Android,Control,2026-03-03
160,Referral,Tier 1,Android,Variant_B,2026-03-08
161,Organic,Tier 3,iOS,Control,2026-03-20
162,Paid Social,Tier 2,Android,Variant_B,2026-05-27
163,Google Ads,Tier 3,Android,Variant_B,2026-06-02
164,Organic,Tier 1,Android,Control,2026-07-29
165,Referral,Tier 2,Android,Variant_B,2026-08-01
166,Referral,Tier 1,iOS,Control,2026-05-10
167,Affiliate,Tier 2,Android,Variant_B,2026-07-10
168,Referral,Tier 1,Android,Control,2026-04-21
169,Referral,Tier 1,Android,Control,2026-05-13
170,Organic,Tier 1,Android,Variant_B,2026-04-27
171,Organic,Tier 3,Android,Variant_B,2026-07-04
172,Organic,Tier 1,Android,Control,2026-07-14
173,Google Ads,Tier 3,Android,Variant_B,2026-06-23
174,Referral,Tier 2,iOS,Variant_B,2026-06-06
175,Organic,Tier 2,Android,Variant_B,2026-03-27
176,Organic,Tier 2,Android,Control,2026-03-19
177,Organic,Tier 2,Android,Control,2026-05-12
178,Referral,Tier 1,Android,Variant_B,2026-04-24
179,Referral,Tier 1,Android,Variant_B,2026-05-20
180,Google Ads,Tier 3,Android,Variant_B,2026-07-30
181,Referral,Tier 2,iOS,Variant_B,2026-04-08
182,Organic,Tier 1,iOS,Variant_B,2026-06-08
183,Google Ads,Tier 1,Android,Control,2026-07-12
184,Google Ads,Tier 1,Android,Control,2026-06-05
185,Organic,Tier 2,Android,Control,2026-04-10
186,Referral,Tier 3,Android,Variant_B,2026-03-22
187,Organic,Tier 2,Android,Control,2026-07-15
188,Google Ads,Tier 1,iOS,Variant_B,2026-06-06
189,Referral,Tier 2,Android,Control,2026-05-20
190,Referral,Tier 2,Android,Control,2026-03-26
191,Google Ads,Tier 1,Android,Control,2026-04-21
192,Referral,Tier 1,iOS,Control,2026-04-13
193,Organic,Tier 1,iOS,Variant_B,2026-07-16
194,Organic,Tier 1,Android,Control,2026-04-28
195,Organic,Tier 1,iOS,Variant_B,2026-03-02
196,Google Ads,Tier 1,Android,Variant_B,2026-07-04
197,Affiliate,Tier 1,Android,Control,2026-03-14
198,Paid Social,Tier 2,Android,Variant_B,2026-04-14
199,Google Ads,Tier 2,Android,Control,2026-04-23
200,Paid Social,Tier 1,Android,Control,2026-07-11
201,Organic,Tier 1,Android,Variant_B,2026-05-28
202,Organic,Tier 1,iOS,Variant_B,2026-06-16
203,Referral,Tier 3,Android,Control,2026-03-06
204,Referral,Tier 3,Android,Control,2026-04-23
205,Affiliate,Tier 2,Android,Control,2026-07-30
206,Referral,Tier 3,Android,Variant_B,2026-06-14
207,Organic,Tier 2,Android,Variant_B,2026-04-26
208,Paid Social,Tier 1,Android,Variant_B,2026-06-04
209,Organic,Tier 1,iOS,Variant_B,2026-04-10
210,Organic,Tier 1,Android,Variant_B,2026-03-16
211,Organic,Tier 1,Android,Variant_B,2026-07-17
212,Organic,Tier 2,Android,Control,2026-05-12
213,Paid Social,Tier 3,Android,Control,2026-06-01
214,Google Ads,Tier 3,iOS,Control,2026-05-08
215,Paid Social,Tier 1,iOS,Variant_B,2026-07-08
216,Google Ads,Tier 2,Android,Control,2026-06-05
217,Organic,Tier 3,Android,Variant_B,2026-03-01
218,Referral,Tier 2,iOS,Variant_B,2026-03-02
219,Organic,Tier 1,Android,Variant_B,2026-07-20
220,Organic,Tier 1,Android,Variant_B,2026-07-26
221,Google Ads,Tier 3,iOS,Variant_B,2026-03-14
222,Organic,Tier 2,Android,Control,2026-05-02
223,Affiliate,Tier 3,iOS,Variant_B,2026-03-04
224,Organic,Tier 2,Android,Control,2026-07-16
225,Referral,Tier 1,Android,Control,2026-05-09
226,Paid Social,Tier 1,Android,Variant_B,2026-05-30
227,Referral,Tier 2,iOS,Control,2026-06-15
228,Organic,Tier 3,iOS,Control,2026-07-23
229,Affiliate,Tier 3,Android,Variant_B,2026-04-08
230,Referral,Tier 1,Android,Control,2026-06-21
231,Google Ads,Tier 1,Android,Variant_B,2026-03-11
232,Google Ads,Tier 2,Android,Variant_B,2026-06-24
233,Referral,Tier 1,Android,Control,2026-06-05
234,Organic,Tier 2,Android,Variant_B,2026-07-06
235,Organic,Tier 1,Android,Variant_B,2026-03-10
236,Paid Social,Tier 1,Android,Control,2026-03-15
237,Google Ads,Tier 2,iOS,Variant_B,2026-03-12
238,Google Ads,Tier 3,Android,Variant_B,2026-03-15
239,Organic,Tier 1,iOS,Variant_B,2026-06-24
240,Google Ads,Tier 3,iOS,Control,2026-04-22
241,Organic,Tier 1,Android,Control,2026-04-22
242,Affiliate,Tier 2,Android,Control,2026-06-28
243,Google Ads,Tier 1,Android,Control,2026-06-30
244,Paid Social,Tier 2,Android,Control,2026-05-02
245,Referral,Tier 3,Android,Control,2026-03-24
246,Google Ads,Tier 3,Android,Control,2026-04-07
247,Organic,Tier 1,Android,Variant_B,2026-06-06
248,Organic,Tier 3,iOS,Variant_B,2026-04-16
249,Google Ads,Tier 1,Android,Control,2026-05-02
250,Google Ads,Tier 2,Android,Variant_B,2026-07-27
251,Google Ads,Tier 1,Android,Variant_B,2026-05-10
252,Google Ads,Tier 1,Android,Control,2026-03-14
253,Google Ads,Tier 2,Android,Control,2026-07-12
254,Organic,Tier 1,iOS,Control,2026-08-01
255,Organic,Tier 2,iOS,Variant_B,2026-05-22
256,Organic,Tier 1,Android,Variant_B,2026-03-05
257,Organic,Tier 2,iOS,Control,2026-06-26
258,Paid Social,Tier 1,Android,Variant_B,2026-07-06
259,Google Ads,Tier 3,Android,Variant_B,2026-03-15
260,Organic,Tier 1,iOS,Variant_B,2026-07-16
261,Organic,Tier 1,Android,Variant_B,2026-03-25
262,Paid Social,Tier 3,Android,Control,2026-06-05
263,Google Ads,Tier 2,Android,Variant_B,2026-05-29
264,Affiliate,Tier 1,Android,Control,2026-06-20
265,Google Ads,Tier 1,Android,Variant_B,2026-04-21
266,Organic,Tier 2,Android,Variant_B,2026-04-07
267,Paid Social,Tier 1,Android,Control,2026-05-31
268,Affiliate,Tier 2,iOS,Variant_B,2026-03-04
269,Organic,Tier 1,Android,Control,2026-07-25
270,Google Ads,Tier 3,Android,Variant_B,2026-05-01
271,Organic,Tier 2,Android,Variant_B,2026-07-25
272,Organic,Tier 3,Android,Control,2026-05-15
273,Google Ads,Tier 2,Android,Control,2026-03-21
274,Google Ads,Tier 1,iOS,Variant_B,2026-03-14
275,Google Ads,Tier 2,Android,Variant_B,2026-06-24
276,Organic,Tier 2,Android,Control,2026-07-12
277,Organic,Tier 3,Android,Variant_B,2026-07-27
278,Organic,Tier 2,iOS,Control,2026-04-07
279,Referral,Tier 1,Android,Variant_B,2026-04-07
280,Organic,Tier 1,Android,Control,2026-05-11
281,Paid Social,Tier 2,Android,Variant_B,2026-06-15
282,Google Ads,Tier 1,Android,Variant_B,2026-06-15
283,Referral,Tier 1,Android,Control,2026-03-08
284,Affiliate,Tier 1,Android,Control,2026-07-10
285,Organic,Tier 1,Android,Variant_B,2026-05-20
286,Referral,Tier 2,Android,Variant_B,2026-03-20
287,Organic,Tier 2,Android,Control,2026-06-29
288,Organic,Tier 1,Android,Control,2026-04-01
289,Google Ads,Tier 1,Android,Variant_B,2026-03-28
290,Affiliate,Tier 1,Android,Variant_B,2026-03-29
291,Paid Social,Tier 1,Android,Control,2026-03-31
292,Paid Social,Tier 2,Android,Variant_B,2026-03-28
293,Affiliate,Tier 3,Android,Variant_B,2026-05-20
294,Organic,Tier 2,Android,Variant_B,2026-05-12
295,Referral,Tier 1,Android,Variant_B,2026-07-29
296,Paid Social,Tier 1,Android,Variant_B,2026-03-26
297,Referral,Tier 2,Android,Variant_B,2026-03-20
298,Paid Social,Tier 2,Android,Control,2026-06-02
299,Organic,Tier 1,iOS,Variant_B,2026-06-27
300,Organic,Tier 3,iOS,Control,2026-06-10
301,Paid Social,Tier 2,Android,Variant_B,2026-04-25
302,Referral,Tier 3,Android,Control,2026-05-04
303,Google Ads,Tier 2,Android,Control,2026-05-10
304,Affiliate,Tier 2,Android,Variant_B,2026-06-17
305,Google Ads,Tier 2,Android,Variant_B,2026-06-25
306,Referral,Tier 1,Android,Control,2026-03-01
307,Affiliate,Tier 3,Android,Control,2026-03-23
308,Paid Social,Tier 1,Android,Variant_B,2026-04-18
309,Referral,Tier 2,Android,Variant_B,2026-07-08
310,Referral,Tier 1,Android,Control,2026-04-02
311,Google Ads,Tier 1,iOS,Variant_B,2026-03-11
312,Affiliate,Tier 3,Android,Control,2026-06-26
313,Organic,Tier 2,Android,Control,2026-03-19
314,Paid Social,Tier 1,Android,Variant_B,2026-03-23
315,Organic,Tier 2,Android,Control,2026-03-31
316,Referral,Tier 2,iOS,Control,2026-05-14
317,Organic,Tier 1,Android,Control,2026-06-15
318,Paid Social,Tier 2,Android,Variant_B,2026-05-17
319,Referral,Tier 2,iOS,Variant_B,2026-05-17
320,Google Ads,Tier 2,Android,Variant_B,2026-03-14
321,Google Ads,Tier 1,Android,Variant_B,2026-06-23
322,Google Ads,Tier 1,Android,Variant_B,2026-06-29
323,Organic,Tier 3,Android,Control,2026-05-26
324,Google Ads,Tier 2,iOS,Control,2026-07-22
325,Google Ads,Tier 1,Android,Variant_B,2026-04-05
326,Paid Social,Tier 1,Android,Control,2026-06-30
327,Google Ads,Tier 3,Android,Variant_B,2026-03-08
328,Google Ads,Tier 1,Android,Variant_B,2026-07-14
329,Google Ads,Tier 1,Android,Variant_B,2026-05-28
330,Referral,Tier 1,iOS,Variant_B,2026-06-17
331,Organic,Tier 1,Android,Control,2026-06-05
332,Referral,Tier 2,iOS,Variant_B,2026-06-15
333,Organic,Tier 1,Android,Variant_B,2026-05-17
334,Paid Social,Tier 1,Android,Variant_B,2026-03-23
335,Affiliate,Tier 1,Android,Control,2026-05-02
336,Referral,Tier 1,Android,Control,2026-05-16
337,Referral,Tier 2,Android,Variant_B,2026-06-23
338,Affiliate,Tier 2,Android,Variant_B,2026-05-29
339,Google Ads,Tier 2,Android,Variant_B,2026-05-27
340,Referral,Tier 2,Android,Variant_B,2026-08-01
341,Google Ads,Tier 2,Android,Control,2026-03-24
342,Google Ads,Tier 3,Android,Variant_B,2026-04-19
343,Google Ads,Tier 2,Android,Variant_B,2026-03-01
344,Organic,Tier 2,iOS,Variant_B,2026-05-04
345,Google Ads,Tier 1,Android,Variant_B,2026-03-17
346,Referral,Tier 1,Android,Variant_B,2026-04-17
347,Paid Social,Tier 2,Android,Variant_B,2026-08-01
348,Referral,Tier 1,Android,Variant_B,2026-04-11
349,Organic,Tier 1,Android,Control,2026-04-15
350,Paid Social,Tier 1,Android,Control,2026-03-12
351,Paid Social,Tier 2,Android,Control,2026-04-23
352,Paid Social,Tier 1,Android,Variant_B,2026-06-05
353,Organic,Tier 2,Android,Control,2026-05-10
354,Google Ads,Tier 1,Android,Control,2026-06-10
355,Organic,Tier 3,Android,Variant_B,2026-05-26
356,Paid Social,Tier 3,Android,Variant_B,2026-04-18
357,Affiliate,Tier 1,Android,Control,2026-06-08
358,Paid Social,Tier 2,Android,Variant_B,2026-06-25
359,Google Ads,Tier 1,Android,Control,2026-06-15
360,Affiliate,Tier 2,Android,Control,2026-07-05
361,Referral,Tier 3,Android,Control,2026-07-08
362,Referral,Tier 2,Android,Control,2026-07-19
363,Google Ads,Tier 2,Android,Variant_B,2026-04-15
364,Google Ads,Tier 2,Android,Control,2026-07-12
365,Organic,Tier 1,Android,Control,2026-05-26
366,Organic,Tier 1,Android,Variant_B,2026-06-03
367,Referral,Tier 3,Android,Variant_B,2026-03-18
368,Paid Social,Tier 2,Android,Variant_B,2026-05-13
369,Referral,Tier 3,iOS,Control,2026-07-08
370,Paid Social,Tier 2,Android,Variant_B,2026-04-09
371,Affiliate,Tier 1,Android,Control,2026-06-13
372,Organic,Tier 3,Android,Variant_B,2026-05-05
373,Referral,Tier 1,Android,Control,2026-06-07
374,Organic,Tier 2,iOS,Variant_B,2026-05-18
375,Google Ads,Tier 1,Android,Variant_B,2026-07-13
376,Affiliate,Tier 1,Android,Control,2026-04-12
377,Paid Social,Tier 1,Android,Variant_B,2026-05-24
378,Google Ads,Tier 1,Android,Variant_B,2026-06-11
379,Paid Social,Tier 3,iOS,Variant_B,2026-03-26
380,Affiliate,Tier 1,iOS,Variant_B,2026-06-07
381,Affiliate,Tier 2,Android,Variant_B,2026-04-29
382,Paid Social,Tier 2,Android,Control,2026-05-15
383,Google Ads,Tier 1,iOS,Control,2026-07-03
384,Organic,Tier 3,Android,Variant_B,2026-03-25
385,Organic,Tier 1,Android,Variant_B,2026-04-15
386,Paid Social,Tier 2,Android,Control,2026-07-29
387,Paid Social,Tier 2,Android,Control,2026-06-07
388,Google Ads,Tier 1,Android,Variant_B,2026-03-17
389,Organic,Tier 2,Android,Control,2026-07-08
390,Paid Social,Tier 2,Android,Control,2026-03-12
391,Paid Social,Tier 2,iOS,Control,2026-06-16
392,Organic,Tier 3,iOS,Control,2026-04-14
393,Paid Social,Tier 3,Android,Variant_B,2026-07-25
394,Referral,Tier 3,Android,Variant_B,2026-04-16
395,Referral,Tier 2,Android,Variant_B,2026-07-01
396,Organic,Tier 3,Android,Control,2026-05-18
397,Affiliate,Tier 1,Android,Control,2026-03-21
398,Affiliate,Tier 1,Android,Variant_B,2026-07-20
399,Organic,Tier 3,Android,Control,2026-07-01
400,Google Ads,Tier 3,iOS,Control,2026-06-23
401,Google Ads,Tier 2,Android,Control,2026-06-02
402,Referral,Tier 3,iOS,Variant_B,2026-03-15
403,Organic,Tier 1,Android,Variant_B,2026-04-20
404,Google Ads,Tier 1,iOS,Variant_B,2026-07-31
405,Google Ads,Tier 3,Android,Variant_B,2026-04-20
406,Google Ads,Tier 2,Android,Control,2026-04-18
407,Organic,Tier 1,Android,Control,2026-05-13
408,Referral,Tier 3,Android,Control,2026-04-19
409,Organic,Tier 2,Android,Variant_B,2026-04-21
410,Organic,Tier 3,Android,Control,2026-04-12
411,Paid Social,Tier 2,Android,Variant_B,2026-04-22
412,Google Ads,Tier 2,Android,Variant_B,2026-06-03
413,Google Ads,Tier 3,Android,Variant_B,2026-05-05
414,Referral,Tier 3,Android,Variant_B,2026-04-22
415,Referral,Tier 1,Android,Control,2026-03-04
416,Organic,Tier 2,Android,Variant_B,2026-04-06
417,Organic,Tier 1,Android,Variant_B,2026-04-27
418,Organic,Tier 3,iOS,Control,2026-04-08
419,Referral,Tier 1,Android,Variant_B,2026-07-13
420,Organic,Tier 2,iOS,Variant_B,2026-05-02
421,Organic,Tier 1,iOS,Control,2026-06-05
422,Paid Social,Tier 2,Android,Control,2026-05-13
423,Paid Social,Tier 3,iOS,Control,2026-06-28
424,Google Ads,Tier 1,Android,Control,2026-05-01
425,Organic,Tier 2,Android,Control,2026-04-29
426,Referral,Tier 2,Android,Variant_B,2026-06-23
427,Paid Social,Tier 1,Android,Control,2026-05-11
428,Paid Social,Tier 2,iOS,Control,2026-03-15
429,Referral,Tier 1,Android,Variant_B,2026-04-10
430,Paid Social,Tier 1,Android,Variant_B,2026-03-16
431,Affiliate,Tier 1,Android,Control,2026-06-17
432,Paid Social,Tier 2,Android,Variant_B,2026-05-30
433,Organic,Tier 2,iOS,Control,2026-06-24
434,Organic,Tier 1,iOS,Variant_B,2026-07-18
435,Google Ads,Tier 2,Android,Variant_B,2026-05-30
436,Paid Social,Tier 3,Android,Control,2026-06-26
437,Google Ads,Tier 1,Android,Variant_B,2026-03-27
438,Organic,Tier 1,iOS,Variant_B,2026-05-18
439,Google Ads,Tier 2,Android,Variant_B,2026-04-14
440,Referral,Tier 1,Android,Control,2026-07-08
441,Referral,Tier 1,Android,Control,2026-07-25
442,Referral,Tier 1,iOS,Control,2026-07-27
443,Paid Social,Tier 2,Android,Variant_B,2026-06-05
444,Affiliate,Tier 1,Android,Control,2026-07-11
445,Organic,Tier 1,iOS,Control,2026-05-23
446,Affiliate,Tier 1,iOS,Variant_B,2026-04-12
447,Paid Social,Tier 3,Android,Variant_B,2026-05-21
448,Paid Social,Tier 1,Android,Control,2026-05-21
449,Organic,Tier 3,Android,Variant_B,2026-06-16
450,Google Ads,Tier 1,Android,Variant_B,2026-05-28
451,Google Ads,Tier 3,Android,Control,2026-03-14
452,Organic,Tier 1,Android,Variant_B,2026-05-24
453,Paid Social,Tier 1,Android,Control,2026-05-30
454,Organic,Tier 2,iOS,Control,2026-03-20
455,Organic,Tier 1,Android,Control,2026-04-07
456,Referral,Tier 2,Android,Control,2026-05-03
457,Organic,Tier 3,Android,Variant_B,2026-05-01
458,Google Ads,Tier 2,Android,Control,2026-03-25
459,Paid Social,Tier 1,Android,Variant_B,2026-06-01
460,Organic,Tier 3,Android,Variant_B,2026-07-18
461,Google Ads,Tier 1,iOS,Variant_B,2026-05-24
462,Organic,Tier 1,Android,Control,2026-05-12
463,Paid Social,Tier 3,iOS,Variant_B,2026-07-31
464,Referral,Tier 1,Android,Variant_B,2026-07-18
465,Organic,Tier 2,Android,Control,2026-05-17
466,Google Ads,Tier 3,Android,Control,2026-04-22
467,Affiliate,Tier 1,Android,Control,2026-04-30
468,Organic,Tier 1,Android,Control,2026-05-12
469,Referral,Tier 2,iOS,Control,2026-05-11
470,Referral,Tier 1,Android,Control,2026-03-27
471,Organic,Tier 3,iOS,Control,2026-03-23
472,Organic,Tier 1,iOS,Variant_B,2026-03-26
473,Paid Social,Tier 2,Android,Variant_B,2026-03-16
474,Organic,Tier 2,iOS,Variant_B,2026-03-05
475,Google Ads,Tier 3,Android,Control,2026-06-21
476,Paid Social,Tier 1,Android,Variant_B,2026-05-02
477,Paid Social,Tier 2,Android,Variant_B,2026-06-14
478,Google Ads,Tier 1,Android,Variant_B,2026-03-22
479,Paid Social,Tier 2,Android,Control,2026-03-28
480,Organic,Tier 1,Android,Control,2026-04-01
481,Organic,Tier 3,Android,Control,2026-03-30
482,Organic,Tier 1,Android,Variant_B,2026-05-25
483,Paid Social,Tier 3,Android,Control,2026-04-11
484,Referral,Tier 1,Android,Control,2026-06-29
485,Paid Social,Tier 1,Android,Control,2026-06-01
486,Organic,Tier 1,Android,Control,2026-03-31
487,Google Ads,Tier 1,iOS,Variant_B,2026-06-13
488,Google Ads,Tier 1,Android,Control,2026-07-23
489,Referral,Tier 3,Android,Variant_B,2026-06-07
490,Affiliate,Tier 1,iOS,Control,2026-06-19
491,Affiliate,Tier 3,Android,Control,2026-03-02
492,Organic,Tier 1,iOS,Variant_B,2026-06-22
493,Paid Social,Tier 2,Android,Control,2026-05-20
494,Organic,Tier 1,iOS,Control,2026-03-01
495,Organic,Tier 1,Android,Variant_B,2026-03-30
496,Paid Social,Tier 1,iOS,Control,2026-03-29
497,Google Ads,Tier 3,Android,Control,2026-07-13
498,Google Ads,Tier 3,Android,Variant_B,2026-03-06
499,Referral,Tier 3,Android,Variant_B,2026-04-19
500,Google Ads,Tier 1,Android,Variant_B,2026-05-10
501,Organic,Tier 2,Android,Variant_B,2026-07-23
502,Google Ads,Tier 1,Android,Variant_B,2026-04-08
