user_id,step,event_date
92,Signup,08-03-2026
92,KYC Verification,11-03-2026
92,First Transaction,13-03-2026
92,Loan Application,19-03-2026
92,Loan Approved,21-03-2026
93,App Install,26-07-2026
93,Signup,27-07-2026
93,KYC Verification,28-07-2026
94,App Install,28-05-2026
94,Signup,30-05-2026
94,KYC Verification,01-06-2026
94,First Transaction,04-06-2026
94,Loan Application,17-06-2026
94,Loan Approved,19-06-2026
95,App Install,05-06-2026
95,Signup,06-06-2026
95,KYC Verification,09-06-2026
95,First Transaction,11-06-2026
96,App Install,18-05-2026
96,Signup,19-05-2026
96,KYC Verification,22-05-2026
97,App Install,04-07-2026
97,Signup,05-07-2026
97,KYC Verification,08-07-2026
97,First Transaction,13-07-2026
98,App Install,04-06-2026
98,Signup,05-06-2026
99,App Install,19-04-2026
99,Signup,20-04-2026
99,KYC Verification,23-04-2026
99,First Transaction,27-04-2026
100,App Install,09-05-2026
101,App Install,15-04-2026
101,Signup,16-04-2026
102,App Install,08-03-2026
102,Signup,10-03-2026
102,KYC Verification,12-03-2026
103,App Install,07-03-2026
103,Signup,07-03-2026
104,App Install,26-06-2026
104,Signup,26-06-2026
105,App Install,21-05-2026
106,App Install,05-06-2026
107,App Install,19-07-2026
108,App Install,18-03-2026
109,App Install,17-06-2026
109,Signup,19-06-2026
109,KYC Verification,21-06-2026
109,First Transaction,25-06-2026
110,App Install,19-06-2026
110,Signup,19-06-2026
110,KYC Verification,22-06-2026
110,First Transaction,27-06-2026
110,Loan Application,03-07-2026
110,Loan Approved,10-07-2026
111,App Install,30-06-2026
111,Signup,02-07-2026
111,KYC Verification,02-07-2026
111,First Transaction,03-07-2026
111,Loan Application,09-07-2026
112,App Install,10-06-2026
113,App Install,24-04-2026
113,Signup,26-04-2026
114,App Install,01-05-2026
114,Signup,02-05-2026
114,KYC Verification,05-05-2026
114,First Transaction,10-05-2026
114,Loan Application,17-05-2026
114,Loan Approved,21-05-2026
115,App Install,23-07-2026
116,App Install,13-04-2026
116,Signup,15-04-2026
116,KYC Verification,15-04-2026
116,First Transaction,18-04-2026
117,App Install,12-04-2026
117,Signup,13-04-2026
117,KYC Verification,13-04-2026
117,First Transaction,18-04-2026
117,Loan Application,27-04-2026
117,Loan Approved,03-05-2026
118,App Install,24-03-2026
118,Signup,25-03-2026
119,App Install,12-03-2026
119,Signup,13-03-2026
119,KYC Verification,14-03-2026
119,First Transaction,15-03-2026
120,App Install,03-03-2026
120,Signup,03-03-2026
121,App Install,23-03-2026
121,Signup,23-03-2026
121,KYC Verification,25-03-2026
121,First Transaction,29-03-2026
121,Loan Application,01-04-2026
121,Loan Approved,07-04-2026
122,App Install,03-04-2026
123,App Install,19-03-2026
123,Signup,19-03-2026
123,KYC Verification,19-03-2026
124,App Install,15-03-2026
124,Signup,16-03-2026
124,KYC Verification,16-03-2026
124,First Transaction,18-03-2026
124,Loan Application,30-03-2026
124,Loan Approved,31-03-2026
125,App Install,27-03-2026
126,App Install,02-05-2026
126,Signup,03-05-2026
127,App Install,23-05-2026
128,App Install,02-05-2026
128,Signup,04-05-2026
129,App Install,11-05-2026
129,Signup,11-05-2026
130,App Install,29-04-2026
131,App Install,12-04-2026
131,Signup,13-04-2026
131,KYC Verification,15-04-2026
132,App Install,27-03-2026
132,Signup,27-03-2026
133,App Install,06-06-2026
133,Signup,07-06-2026
134,App Install,06-06-2026
134,Signup,07-06-2026
134,KYC Verification,10-06-2026
134,First Transaction,13-06-2026
134,Loan Application,19-06-2026
134,Loan Approved,20-06-2026
135,App Install,30-05-2026
135,Signup,31-05-2026
135,KYC Verification,02-06-2026
136,App Install,03-04-2026
136,Signup,04-04-2026
136,KYC Verification,05-04-2026
136,First Transaction,07-04-2026
137,App Install,02-04-2026
137,Signup,04-04-2026
138,App Install,29-05-2026
139,App Install,12-04-2026
139,Signup,13-04-2026
139,KYC Verification,15-04-2026
139,First Transaction,19-04-2026
140,App Install,26-03-2026
140,Signup,27-03-2026
140,KYC Verification,30-03-2026
140,First Transaction,04-04-2026
140,Loan Application,09-04-2026
140,Loan Approved,10-04-2026
141,App Install,17-04-2026
141,Signup,18-04-2026
141,KYC Verification,20-04-2026
141,First Transaction,25-04-2026
141,Loan Application,08-05-2026
142,App Install,14-04-2026
143,App Install,21-04-2026
143,Signup,23-04-2026
143,KYC Verification,23-04-2026
143,First Transaction,28-04-2026
144,App Install,10-03-2026
144,Signup,10-03-2026
144,KYC Verification,12-03-2026
144,First Transaction,15-03-2026
145,App Install,15-03-2026
146,App Install,14-04-2026
147,App Install,01-06-2026
147,Signup,02-06-2026
147,KYC Verification,03-06-2026
147,First Transaction,05-06-2026
147,Loan Application,15-06-2026
147,Loan Approved,22-06-2026
148,App Install,03-03-2026
149,App Install,18-05-2026
149,Signup,20-05-2026
150,App Install,06-05-2026
150,Signup,08-05-2026
150,KYC Verification,09-05-2026
150,First Transaction,11-05-2026
151,App Install,08-07-2026
151,Signup,10-07-2026
152,App Install,16-06-2026
152,Signup,18-06-2026
152,KYC Verification,18-06-2026
152,First Transaction,23-06-2026
153,App Install,20-05-2026
154,App Install,02-03-2026
154,Signup,03-03-2026
155,App Install,12-04-2026
156,App Install,20-06-2026
156,Signup,21-06-2026
156,KYC Verification,22-06-2026
156,First Transaction,26-06-2026
156,Loan Application,30-06-2026
157,App Install,13-03-2026
157,Signup,14-03-2026
157,KYC Verification,15-03-2026
157,First Transaction,17-03-2026
157,Loan Application,28-03-2026
158,App Install,30-04-2026
158,Signup,30-04-2026
159,App Install,03-03-2026
159,Signup,03-03-2026
159,KYC Verification,06-03-2026
160,App Install,08-03-2026
160,Signup,09-03-2026
160,KYC Verification,11-03-2026
160,First Transaction,12-03-2026
160,Loan Application,18-03-2026
160,Loan Approved,25-03-2026
161,App Install,20-03-2026
161,Signup,21-03-2026
162,App Install,27-05-2026
163,App Install,02-06-2026
163,Signup,04-06-2026
163,KYC Verification,06-06-2026
163,First Transaction,09-06-2026
164,App Install,29-07-2026
164,Signup,30-07-2026
164,KYC Verification,02-08-2026
164,First Transaction,06-08-2026
164,Loan Application,18-08-2026
164,Loan Approved,22-08-2026
165,App Install,01-08-2026
166,App Install,10-05-2026
167,App Install,10-07-2026
168,App Install,21-04-2026
168,Signup,22-04-2026
168,KYC Verification,22-04-2026
169,App Install,13-05-2026
169,Signup,13-05-2026
169,KYC Verification,15-05-2026
169,First Transaction,20-05-2026
169,Loan Application,03-06-2026
169,Loan Approved,08-06-2026
170,App Install,27-04-2026
170,Signup,29-04-2026
170,KYC Verification,02-05-2026
170,First Transaction,04-05-2026
171,App Install,04-07-2026
171,Signup,05-07-2026
172,App Install,14-07-2026
173,App Install,23-06-2026
174,App Install,06-06-2026
174,Signup,07-06-2026
174,KYC Verification,07-06-2026
175,App Install,27-03-2026
175,Signup,29-03-2026
176,App Install,19-03-2026
177,App Install,12-05-2026
177,Signup,14-05-2026
177,KYC Verification,15-05-2026
177,First Transaction,17-05-2026
178,App Install,24-04-2026
178,Signup,26-04-2026
178,KYC Verification,27-04-2026
178,First Transaction,30-04-2026
178,Loan Application,03-05-2026
178,Loan Approved,08-05-2026
179,App Install,20-05-2026
179,Signup,21-05-2026
179,KYC Verification,22-05-2026
179,First Transaction,26-05-2026
179,Loan Application,01-06-2026
179,Loan Approved,07-06-2026
180,App Install,30-07-2026
181,App Install,08-04-2026
181,Signup,10-04-2026
181,KYC Verification,11-04-2026
181,First Transaction,16-04-2026
182,App Install,08-06-2026
183,App Install,12-07-2026
184,App Install,05-06-2026
184,Signup,07-06-2026
185,App Install,10-04-2026
185,Signup,10-04-2026
186,App Install,22-03-2026
186,Signup,23-03-2026
187,App Install,15-07-2026
187,Signup,16-07-2026
187,KYC Verification,16-07-2026
188,App Install,06-06-2026
188,Signup,08-06-2026
189,App Install,20-05-2026
189,Signup,21-05-2026
189,KYC Verification,22-05-2026
189,First Transaction,27-05-2026
190,App Install,26-03-2026
190,Signup,27-03-2026
191,App Install,21-04-2026
192,App Install,13-04-2026
192,Signup,14-04-2026
192,KYC Verification,15-04-2026
192,First Transaction,18-04-2026
193,App Install,16-07-2026
193,Signup,18-07-2026
194,App Install,28-04-2026
194,Signup,29-04-2026
194,KYC Verification,29-04-2026
194,First Transaction,02-05-2026
194,Loan Application,04-05-2026
194,Loan Approved,10-05-2026
195,App Install,02-03-2026
196,App Install,04-07-2026
197,App Install,14-03-2026
198,App Install,14-04-2026
199,App Install,23-04-2026
199,Signup,24-04-2026
199,KYC Verification,25-04-2026
199,First Transaction,28-04-2026
199,Loan Application,06-05-2026
200,App Install,11-07-2026
200,Signup,13-07-2026
200,KYC Verification,16-07-2026
201,App Install,28-05-2026
201,Signup,28-05-2026
202,App Install,16-06-2026
202,Signup,18-06-2026
203,App Install,06-03-2026
204,App Install,23-04-2026
204,Signup,23-04-2026
204,KYC Verification,26-04-2026
204,First Transaction,27-04-2026
205,App Install,30-07-2026
205,Signup,01-08-2026
206,App Install,14-06-2026
206,Signup,14-06-2026
206,KYC Verification,15-06-2026
206,First Transaction,19-06-2026
207,App Install,26-04-2026
207,Signup,28-04-2026
207,KYC Verification,29-04-2026
207,First Transaction,04-05-2026
208,App Install,04-06-2026
208,Signup,04-06-2026
208,KYC Verification,05-06-2026
208,First Transaction,09-06-2026
208,Loan Application,17-06-2026
208,Loan Approved,24-06-2026
209,App Install,10-04-2026
209,Signup,12-04-2026
210,App Install,16-03-2026
210,Signup,16-03-2026
210,KYC Verification,17-03-2026
210,First Transaction,19-03-2026
210,Loan Application,28-03-2026
211,App Install,17-07-2026
211,Signup,19-07-2026
211,KYC Verification,20-07-2026
212,App Install,12-05-2026
212,Signup,13-05-2026
212,KYC Verification,16-05-2026
212,First Transaction,17-05-2026
213,App Install,01-06-2026
214,App Install,08-05-2026
214,Signup,09-05-2026
215,App Install,08-07-2026
215,Signup,09-07-2026
216,App Install,05-06-2026
217,App Install,01-03-2026
218,App Install,02-03-2026
219,App Install,20-07-2026
219,Signup,22-07-2026
219,KYC Verification,22-07-2026
219,First Transaction,24-07-2026
219,Loan Application,30-07-2026
220,App Install,26-07-2026
220,Signup,26-07-2026
220,KYC Verification,29-07-2026
220,First Transaction,30-07-2026
221,App Install,14-03-2026
221,Signup,15-03-2026
221,KYC Verification,16-03-2026
221,First Transaction,18-03-2026
221,Loan Application,29-03-2026
222,App Install,02-05-2026
222,Signup,03-05-2026
222,KYC Verification,03-05-2026
222,First Transaction,07-05-2026
223,App Install,04-03-2026
224,App Install,16-07-2026
224,Signup,17-07-2026
225,App Install,09-05-2026
225,Signup,09-05-2026
225,KYC Verification,10-05-2026
225,First Transaction,13-05-2026
226,App Install,30-05-2026
226,Signup,31-05-2026
227,App Install,15-06-2026
227,Signup,16-06-2026
228,App Install,23-07-2026
228,Signup,24-07-2026
229,App Install,08-04-2026
229,Signup,08-04-2026
229,KYC Verification,10-04-2026
230,App Install,21-06-2026
230,Signup,22-06-2026
231,App Install,11-03-2026
231,Signup,12-03-2026
232,App Install,24-06-2026
232,Signup,25-06-2026
233,App Install,05-06-2026
233,Signup,06-06-2026
234,App Install,06-07-2026
234,Signup,06-07-2026
234,KYC Verification,09-07-2026
234,First Transaction,14-07-2026
235,App Install,10-03-2026
235,Signup,12-03-2026
235,KYC Verification,13-03-2026
235,First Transaction,14-03-2026
235,Loan Application,21-03-2026
236,App Install,15-03-2026
236,Signup,16-03-2026
236,KYC Verification,17-03-2026
236,First Transaction,22-03-2026
237,App Install,12-03-2026
237,Signup,14-03-2026
237,KYC Verification,15-03-2026
238,App Install,15-03-2026
238,Signup,17-03-2026
239,App Install,24-06-2026
239,Signup,25-06-2026
239,KYC Verification,27-06-2026
239,First Transaction,29-06-2026
240,App Install,22-04-2026
240,Signup,23-04-2026
241,App Install,22-04-2026
241,Signup,23-04-2026
241,KYC Verification,25-04-2026
241,First Transaction,27-04-2026
241,Loan Application,07-05-2026
242,App Install,28-06-2026
242,Signup,29-06-2026
243,App Install,30-06-2026
243,Signup,01-07-2026
244,App Install,02-05-2026
244,Signup,04-05-2026
244,KYC Verification,05-05-2026
244,First Transaction,10-05-2026
245,App Install,24-03-2026
246,App Install,07-04-2026
246,Signup,08-04-2026
246,KYC Verification,10-04-2026
246,First Transaction,13-04-2026
247,App Install,06-06-2026
247,Signup,08-06-2026
247,KYC Verification,09-06-2026
247,First Transaction,11-06-2026
248,App Install,16-04-2026
248,Signup,18-04-2026
249,App Install,02-05-2026
249,Signup,04-05-2026
250,App Install,27-07-2026
250,Signup,29-07-2026
251,App Install,10-05-2026
251,Signup,10-05-2026
251,KYC Verification,11-05-2026
251,First Transaction,14-05-2026
252,App Install,14-03-2026
252,Signup,15-03-2026
252,KYC Verification,18-03-2026
252,First Transaction,22-03-2026
253,App Install,12-07-2026
253,Signup,13-07-2026
253,KYC Verification,13-07-2026
254,App Install,01-08-2026
254,Signup,02-08-2026
254,KYC Verification,03-08-2026
254,First Transaction,08-08-2026
255,App Install,22-05-2026
255,Signup,22-05-2026
255,KYC Verification,22-05-2026
255,First Transaction,25-05-2026
256,App Install,05-03-2026
256,Signup,07-03-2026
256,KYC Verification,07-03-2026
256,First Transaction,10-03-2026
256,Loan Application,16-03-2026
257,App Install,26-06-2026
257,Signup,26-06-2026
257,KYC Verification,29-06-2026
257,First Transaction,02-07-2026
258,App Install,06-07-2026
259,App Install,15-03-2026
260,App Install,16-07-2026
260,Signup,16-07-2026
261,App Install,25-03-2026
261,Signup,27-03-2026
261,KYC Verification,27-03-2026
261,First Transaction,01-04-2026
262,App Install,05-06-2026
262,Signup,06-06-2026
262,KYC Verification,06-06-2026
262,First Transaction,07-06-2026
263,App Install,29-05-2026
263,Signup,30-05-2026
263,KYC Verification,02-06-2026
264,App Install,20-06-2026
264,Signup,21-06-2026
264,KYC Verification,21-06-2026
265,App Install,21-04-2026
266,App Install,07-04-2026
267,App Install,31-05-2026
267,Signup,31-05-2026
267,KYC Verification,01-06-2026
267,First Transaction,02-06-2026
268,App Install,04-03-2026
269,App Install,25-07-2026
269,Signup,25-07-2026
269,KYC Verification,27-07-2026
269,First Transaction,01-08-2026
269,Loan Application,10-08-2026
269,Loan Approved,17-08-2026
270,App Install,01-05-2026
271,App Install,25-07-2026
271,Signup,27-07-2026
271,KYC Verification,27-07-2026
272,App Install,15-05-2026
273,App Install,21-03-2026
274,App Install,14-03-2026
274,Signup,15-03-2026
274,KYC Verification,17-03-2026
274,First Transaction,22-03-2026
275,App Install,24-06-2026
275,Signup,26-06-2026
276,App Install,12-07-2026
276,Signup,14-07-2026
277,App Install,27-07-2026
277,Signup,28-07-2026
277,KYC Verification,31-07-2026
278,App Install,07-04-2026
278,Signup,07-04-2026
279,App Install,07-04-2026
279,Signup,08-04-2026
279,KYC Verification,11-04-2026
280,App Install,11-05-2026
280,Signup,12-05-2026
281,App Install,15-06-2026
281,Signup,17-06-2026
282,App Install,15-06-2026
282,Signup,17-06-2026
282,KYC Verification,17-06-2026
282,First Transaction,21-06-2026
282,Loan Application,29-06-2026
282,Loan Approved,06-07-2026
283,App Install,08-03-2026
283,Signup,09-03-2026
284,App Install,10-07-2026
285,App Install,20-05-2026
285,Signup,22-05-2026
285,KYC Verification,22-05-2026
285,First Transaction,25-05-2026
286,App Install,20-03-2026
286,Signup,20-03-2026
286,KYC Verification,21-03-2026
286,First Transaction,23-03-2026
287,App Install,29-06-2026
288,App Install,01-04-2026
288,Signup,02-04-2026
288,KYC Verification,04-04-2026
288,First Transaction,06-04-2026
289,App Install,28-03-2026
290,App Install,29-03-2026
290,Signup,29-03-2026
290,KYC Verification,01-04-2026
291,App Install,31-03-2026
291,Signup,02-04-2026
292,App Install,28-03-2026
292,Signup,29-03-2026
292,KYC Verification,30-03-2026
292,First Transaction,31-03-2026
293,App Install,20-05-2026
293,Signup,20-05-2026
293,KYC Verification,23-05-2026
294,App Install,12-05-2026
294,Signup,14-05-2026
294,KYC Verification,16-05-2026
294,First Transaction,21-05-2026
294,Loan Application,01-06-2026
294,Loan Approved,02-06-2026
295,App Install,29-07-2026
296,App Install,26-03-2026
296,Signup,27-03-2026
297,App Install,20-03-2026
297,Signup,22-03-2026
298,App Install,02-06-2026
298,Signup,03-06-2026
299,App Install,27-06-2026
299,Signup,28-06-2026
299,KYC Verification,29-06-2026
299,First Transaction,02-07-2026
299,Loan Application,07-07-2026
300,App Install,10-06-2026
300,Signup,11-06-2026
301,App Install,25-04-2026
301,Signup,25-04-2026
302,App Install,04-05-2026
302,Signup,06-05-2026
303,App Install,10-05-2026
304,App Install,17-06-2026
305,App Install,25-06-2026
306,App Install,01-03-2026
306,Signup,02-03-2026
306,KYC Verification,02-03-2026
306,First Transaction,04-03-2026
307,App Install,23-03-2026
307,Signup,25-03-2026
308,App Install,18-04-2026
308,Signup,19-04-2026
308,KYC Verification,20-04-2026
308,First Transaction,24-04-2026
309,App Install,08-07-2026
309,Signup,10-07-2026
309,KYC Verification,10-07-2026
310,App Install,02-04-2026
310,Signup,03-04-2026
311,App Install,11-03-2026
311,Signup,13-03-2026
311,KYC Verification,16-03-2026
311,First Transaction,18-03-2026
311,Loan Application,20-03-2026
311,Loan Approved,23-03-2026
312,App Install,26-06-2026
312,Signup,27-06-2026
313,App Install,19-03-2026
314,App Install,23-03-2026
315,App Install,31-03-2026
315,Signup,01-04-2026
316,App Install,14-05-2026
316,Signup,16-05-2026
316,KYC Verification,16-05-2026
316,First Transaction,19-05-2026
317,App Install,15-06-2026
317,Signup,17-06-2026
317,KYC Verification,19-06-2026
317,First Transaction,22-06-2026
317,Loan Application,06-07-2026
318,App Install,17-05-2026
319,App Install,17-05-2026
319,Signup,17-05-2026
319,KYC Verification,17-05-2026
319,First Transaction,19-05-2026
320,App Install,14-03-2026
320,Signup,16-03-2026
321,App Install,23-06-2026
321,Signup,24-06-2026
322,App Install,29-06-2026
322,Signup,30-06-2026
322,KYC Verification,30-06-2026
322,First Transaction,02-07-2026
322,Loan Application,05-07-2026
322,Loan Approved,06-07-2026
323,App Install,26-05-2026
323,Signup,27-05-2026
323,KYC Verification,28-05-2026
323,First Transaction,31-05-2026
324,App Install,22-07-2026
324,Signup,22-07-2026
325,App Install,05-04-2026
326,App Install,30-06-2026
326,Signup,30-06-2026
326,KYC Verification,02-07-2026
327,App Install,08-03-2026
327,Signup,08-03-2026
328,App Install,14-07-2026
329,App Install,28-05-2026
329,Signup,29-05-2026
330,App Install,17-06-2026
330,Signup,17-06-2026
330,KYC Verification,19-06-2026
330,First Transaction,22-06-2026
330,Loan Application,05-07-2026
330,Loan Approved,06-07-2026
331,App Install,05-06-2026
331,Signup,06-06-2026
331,KYC Verification,07-06-2026
331,First Transaction,10-06-2026
332,App Install,15-06-2026
332,Signup,15-06-2026
332,KYC Verification,18-06-2026
332,First Transaction,23-06-2026
333,App Install,17-05-2026
333,Signup,17-05-2026
333,KYC Verification,20-05-2026
333,First Transaction,23-05-2026
334,App Install,23-03-2026
334,Signup,25-03-2026
334,KYC Verification,27-03-2026
334,First Transaction,28-03-2026
335,App Install,02-05-2026
335,Signup,04-05-2026
336,App Install,16-05-2026
336,Signup,17-05-2026
336,KYC Verification,18-05-2026
336,First Transaction,19-05-2026
336,Loan Application,23-05-2026
337,App Install,23-06-2026
337,Signup,24-06-2026
337,KYC Verification,25-06-2026
337,First Transaction,27-06-2026
338,App Install,29-05-2026
338,Signup,31-05-2026
338,KYC Verification,01-06-2026
339,App Install,27-05-2026
339,Signup,28-05-2026
339,KYC Verification,29-05-2026
340,App Install,01-08-2026
340,Signup,03-08-2026
341,App Install,24-03-2026
341,Signup,26-03-2026
341,KYC Verification,29-03-2026
342,App Install,19-04-2026
343,App Install,01-03-2026
343,Signup,03-03-2026
343,KYC Verification,05-03-2026
343,First Transaction,09-03-2026
343,Loan Application,20-03-2026
343,Loan Approved,24-03-2026
344,App Install,04-05-2026
344,Signup,05-05-2026
345,App Install,17-03-2026
345,Signup,18-03-2026
345,KYC Verification,20-03-2026
345,First Transaction,25-03-2026
346,App Install,17-04-2026
346,Signup,17-04-2026
346,KYC Verification,19-04-2026
346,First Transaction,24-04-2026
347,App Install,01-08-2026
348,App Install,11-04-2026
348,Signup,11-04-2026
348,KYC Verification,11-04-2026
348,First Transaction,13-04-2026
349,App Install,15-04-2026
349,Signup,16-04-2026
